Module,Customer,Style,Total SMV,Sewing SMV,SO#,LI,Sewing Stage,Colour,E,P,D/W,LC,Product Type,Buy Month,Season,Customer PO,Chassis ID,CWN,PO Type,Del. Date,Rev Del Date,Ord Qty,Planned Qty,Total Planned,Strip Planned,PSD,Prod Start Time,PED,Avg Per Day,FIH,1,9/4/23,9/5/23,9/6/23,9/7/23,9/8/23,9/9/23,9/10/23,9/11/23,9/12/23,9/13/23,9/14/23,9/15/23,9/16/23,9/17/23,9/18/23,9/19/23,9/20/23,9/21/23,9/22/23,9/23/23,9/24/23,9/25/23,9/26/23,9/27/23,9/28/23,9/29/23,9/30/23,10/1/23,10/2/23,10/3/23,10/4/23,10/5/23,10/6/23,10/7/23,10/8/23,10/9/23,10/10/23,10/11/23,10/12/23,10/13/23,10/14/23,10/15/23,10/16/23,10/17/23,10/18/23,10/19/23,10/20/23,10/21/23,10/22/23,10/23/23,10/24/23,10/25/23,10/26/23,10/27/23,10/28/23,10/29/23,10/30/23,10/31/23,11/1/23,11/2/23,11/3/23,11/4/23,11/5/23,11/6/23,11/7/23,11/8/23,11/9/23,11/10/23,11/11/23,11/12/23,11/13/23,11/14/23,11/15/23,11/16/23,11/17/23,11/18/23,11/19/23,11/20/23,11/21/23,11/22/23,11/23/23,11/24/23,11/25/23,11/26/23,11/27/23,11/28/23,11/29/23,11/30/23,12/1/23,12/2/23,12/3/23,12/4/23,12/5/23,12/6/23,12/7/23,12/8/23,12/9/23,12/10/23,12/11/23,12/12/23,12/13/23,12/14/23,12/15/23,12/16/23,12/17/23,12/18/23,12/19/23,12/20/23,12/21/23,12/22/23,12/23/23,12/24/23,12/25/23,12/26/23,12/27/23,12/28/23,12/29/23,12/30/23,12/31/23,SOLI
AL32,Arcteryx,X000007664,16.84,16.84,1000990011,60,Stitch,EUPHORIA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095865,BTFN3TPSBLOZ0PSH0V,EUPHO,X077,11/25/23,-,120,124,124,124,11/9/23,6:02 PM,11/9/23,124,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990011::60
AL32,Arcteryx,X000007664,16.84,16.84,1000990011,20,Stitch,EUPHORIA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095819,BTFN3TPSBLOZ0PSH0V,EUPHO,X014,11/25/23,-,151,156,156,156,11/9/23,8:02 PM,11/9/23,156,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990011::20
AL32,Arcteryx,X000007664,16.84,16.84,1000990011,40,Stitch,EUPHORIA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095842,BTFN3TPSBLOZ0PSH0V,EUPHO,X077,11/25/23,-,276,284,284,284,11/9/23,10:11 PM,11/10/23,142,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990011::40
AL32,Arcteryx,X000007664,16.84,16.84,1000990011,30,Stitch,EUPHORIA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095831,BTFN3TPSBLOZ0PSH0V,EUPHO,X014,11/25/23,-,282,290,290,290,11/10/23,9:23 AM,11/10/23,290,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990011::30
AL32,Arcteryx,X000007664,16.84,16.84,1000990011,10,Stitch,EUPHORIA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095799,BTFN3TPSBLOZ0PSH0V,EUPHO,X014,11/25/23,-,401,413,413,413,11/10/23,1:24 PM,11/10/23,413,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990011::10
AL32,Arcteryx,X000007664,16.84,16.84,1000990015,50,Stitch,FORAGE HEA II,-,-,-,-,T-shirt,2023_4_1,AAF,6300095865,BTFN3TPSBLOZ0PSH0V,FORG H,X077,11/25/23,-,33,34,34,34,11/10/23,7:24 PM,11/10/23,34,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990015::50
AL32,Arcteryx,X000007664,16.84,16.84,1000990015,30,Stitch,FORAGE HEA II,-,-,-,-,T-shirt,2023_4_1,AAF,6300095842,BTFN3TPSBLOZ0PSH0V,FORG H,X077,11/25/23,-,239,246,246,246,11/10/23,7:49 PM,11/11/23,123,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990015::30
AL32,Arcteryx,X000007664,16.84,16.84,1000990015,10,Stitch,FORAGE HEA II,-,-,-,-,T-shirt,2023_4_1,AAF,6300095799,BTFN3TPSBLOZ0PSH0V,FORG H,X014,11/25/23,-,441,454,454,454,11/11/23,6:33 AM,11/11/23,454,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,454,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990015::10
AL32,Arcteryx,X000007664,16.84,16.84,1000990015,20,Stitch,FORAGE HEA II,-,-,-,-,T-shirt,2023_4_1,AAF,6300095819,BTFN3TPSBLOZ0PSH0V,FORG H,X014,11/25/23,-,661,681,681,681,11/11/23,12:48 PM,11/11/23,681,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,681,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990015::20
AL32,Arcteryx,X000007664,16.84,16.84,1000990015,40,Stitch,FORAGE HEA II,-,-,-,-,T-shirt,2023_4_1,AAF,6300095858,BTFN3TPSBLOZ0PSH0V,FORG H,X014,11/25/23,-,905,932,932,932,11/11/23,10:18 PM,11/13/23,466,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,916,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990015::40
AL32,Arcteryx,X000007664,16.84,16.84,1000990015,60,Stitch,FORAGE HEA II,-,-,-,-,T-shirt,2023_4_1,AAF,6300095875,BTFN3TPSBLOZ0PSH0V,FORG H,X077,11/25/23,-,939,967,967,967,11/13/23,6:22 PM,11/14/23,484,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,279,688,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990015::60
AL32,Arcteryx,X000007664,16.84,16.84,1000990020,50,Stitch,IOLA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095865,BTFN3TPSBLOZ0PSH0V,IOLA H,X077,11/25/23,-,154,159,159,159,11/14/23,3:21 PM,11/14/23,159,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990020::50
AL32,Arcteryx,X000007664,16.84,16.84,1000990020,20,Stitch,IOLA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095819,BTFN3TPSBLOZ0PSH0V,IOLA H,X014,11/25/23,-,182,187,187,187,11/14/23,5:31 PM,11/14/23,187,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990020::20
AL32,Arcteryx,X000007664,16.84,16.84,1000990020,30,Stitch,IOLA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095831,BTFN3TPSBLOZ0PSH0V,IOLA H,X014,11/25/23,-,254,262,262,262,11/14/23,8:17 PM,11/15/23,131,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990020::30
AL32,Arcteryx,X000007664,16.84,16.84,1000990020,40,Stitch,IOLA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095842,BTFN3TPSBLOZ0PSH0V,IOLA H,X077,11/25/23,-,267,275,275,275,11/15/23,7:13 AM,11/15/23,275,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990020::40
AL32,Arcteryx,X000007664,16.84,16.84,1000990020,10,Stitch,IOLA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095799,BTFN3TPSBLOZ0PSH0V,IOLA H,X014,11/25/23,-,285,294,294,294,11/15/23,11:19 AM,11/15/23,294,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990020::10
AL32,Arcteryx,X000007739,29.4,29.4,1001004593,20,Stitch,BLACK HEA,-,-,-,1,T-shirt,2023_5_1,,6300096790,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,11/25/23,-,47,48,48,48,11/20/23,6:00 AM,11/20/23,48,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004593::20
AL32,Arcteryx,X000007739,29.4,29.4,1001004593,30,Stitch,BLACK HEA,-,-,-,1,T-shirt,2023_5_1,,6300096980,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,11/25/23,-,78,80,80,80,11/20/23,10:16 AM,11/20/23,80,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004593::30
AL32,Arcteryx,X000007739,29.4,29.4,1001004593,50,Stitch,BLACK HEA,-,-,-,1,T-shirt,2023_5_1,,6300097014,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,11/25/23,-,140,144,144,144,11/20/23,5:58 PM,11/21/23,72,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004593::50
AL32,Arcteryx,X000007739,29.4,29.4,1001004593,60,Stitch,BLACK HEA,-,-,-,1,T-shirt,2023_5_1,,6300097031,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,11/25/23,-,149,153,153,153,11/21/23,11:31 AM,11/21/23,153,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004593::60
AL32,Arcteryx,X000007739,29.4,29.4,1001004593,40,Stitch,BLACK HEA,-,-,-,1,T-shirt,2023_5_1,,6300096997,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,11/25/23,-,370,381,381,381,11/21/23,7:54 PM,11/22/23,190,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,332,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004593::40
AL32,Arcteryx,X000007739,29.4,29.4,1001004593,10,Stitch,BLACK HEA,-,-,-,1,T-shirt,2023_5_1,,6300096703,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,11/25/23,-,2217,2284,2284,2284,11/22/23,7:30 PM,11/27/23,457,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,510,584,597,-,516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004593::10
AL32,Arcteryx,X000007739,29.4,29.4,1001004597,10,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300096703,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,12/10/23,-,2126,2190,2190,2190,11/27/23,7:20 PM,11/30/23,548,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130,684,696,680,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004597::10
AL32,Arcteryx,X000007739,29.4,29.4,1001004597,20,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300096790,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,12/10/23,-,35,36,36,36,11/30/23,9:40 PM,12/1/23,18,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004597::20
AL32,Arcteryx,X000007739,29.4,29.4,1001004597,30,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300096980,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,12/10/23,-,84,87,87,87,12/1/23,6:10 AM,12/1/23,87,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004597::30
AL32,Arcteryx,X000007739,29.4,29.4,1001004597,50,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300097014,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,12/10/23,-,159,164,164,164,12/1/23,8:08 AM,12/1/23,164,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004597::50
AL32,Arcteryx,X000007739,29.4,29.4,1001004597,60,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300097031,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,12/10/23,-,199,205,205,205,12/1/23,11:52 AM,12/1/23,205,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004597::60
AL32,Arcteryx,X000007739,29.4,29.4,1001004597,40,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300096997,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,12/10/23,-,397,409,409,409,12/1/23,4:26 PM,12/2/23,204,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,269,140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004597::40
AL32,Arcteryx,X000007739,29.4,29.4,1001004654,10,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,S24B2_TOP17,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,10/15/23,-,10,10,10,10,12/2/23,8:58 AM,12/2/23,10,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004654::10
AL32,Arcteryx,X000007739,29.4,29.4,1001004601,20,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300096790,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,12/10/23,-,35,36,36,36,12/2/23,9:10 AM,12/2/23,36,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004601::20
AL32,Arcteryx,X000007739,29.4,29.4,1001004601,30,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300096980,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,12/10/23,-,45,46,46,46,12/2/23,9:52 AM,12/2/23,46,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004601::30
AL32,Arcteryx,X000007739,29.4,29.4,1001004601,50,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300097014,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,12/10/23,-,86,89,89,89,12/2/23,11:16 AM,12/2/23,89,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004601::50
AL32,Arcteryx,X000007739,29.4,29.4,1001004601,60,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300097031,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,12/10/23,-,93,96,96,96,12/2/23,1:00 PM,12/2/23,96,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004601::60
