FACTORY,EffectiveDate,TEAM,STYLE,DefectName,Intensity,Quantity
CME,2023-04-03 00:00,TEAM 19,11 DEC1SK 73114D3-SS23,507.1 - PLEATS,Major,2
CME,2023-04-03 00:00,TEAM 19A,11 DEC1SK 73114D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CME,2023-04-03 00:00,TEAM 20,11 DEC1SK 303231SD3-SS23,507.1 - PLEATS,Major,1
CME,2023-04-03 00:00,TEAM 20,11 DEC1SK 303231SD3-SS23,508.3 - ROPING,Major,3
CME,2023-04-03 00:00,TEAM 21,11 DEC1SK 335592D3-SS23,507.1 - PLEATS,Major,2
CME,2023-04-03 00:00,TEAM 21,11 DEC1SK 335592D3-SS23,599.3 - RAW EDGE,Major,1
CME,2023-04-03 00:00,TEAM 01,11 DEC1SK 329783D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CME,2023-04-03 00:00,TEAM 01,11 DEC1SK 329783D3-SS23,599.15 - GATHERING,Minor,1
CME,2023-04-03 00:00,TEAM 01,11 DEC1SK 329783D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-04-03 00:00,TEAM 02,11 DEC1SK 333276D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
CME,2023-04-03 00:00,TEAM 02,11 DEC1SK 333276D3-SS23,599.22 - NUMBERING STICKERS,Minor,2
CME,2023-04-03 00:00,TEAM 03,11 DEC1SK 334915SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,9
CME,2023-04-03 00:00,TEAM 04,11 DEC1SK 339674SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,9
CME,2023-04-03 00:00,TEAM 05,11 DEC1SK 328257SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,10
CME,2023-04-03 00:00,TEAM 06,11 DEC1SK 306354SD3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,2
CME,2023-04-03 00:00,TEAM 06,11 DEC1SK 306354SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CME,2023-04-03 00:00,TEAM 09,11 DEC1SK 307473D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,6
CME,2023-04-03 00:00,TEAM 09,11 DEC1SK 307473D3-SS23,599.21 - HIGH LOW,Minor,1
CME,2023-04-03 00:00,TEAM 10,11 DEC1SK 340809D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
CME,2023-04-03 00:00,TEAM 10,11 DEC1SK 340809D3-SS23,599.21 - HIGH LOW,Minor,2
CME,2023-04-03 00:00,TEAM 11,11 DEC1SK 327463SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,6
CME,2023-04-03 00:00,TEAM 12,11 DEC1SK 327463SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,6
CME,2023-04-03 00:00,TEAM 13,11 DEC1SK 312713G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,6
CME,2023-04-03 00:00,TEAM 13,11 DEC1SK 312713G3-AW23,599.21 - HIGH LOW,Minor,3
CME,2023-04-03 00:00,TEAM 13,11 DEC1SK 312713G3-AW23,599.22 - NUMBERING STICKERS,Minor,4
CME,2023-04-03 00:00,TEAM 15,11 DEC1SK 125110SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CME,2023-04-03 00:00,TEAM 16,11 DEC1SK 333276D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CME,2023-04-03 00:00,TEAM 16,11 DEC1SK 333276D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-04-03 00:00,TEAM 17,11 DEC1SK 339489SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CME,2023-04-03 00:00,TEAM 17,11 DEC1SK 339489SD3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-04-03 00:00,TEAM 18,11 DEC1SK 313115SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-04-03 00:00,TEAM 18,11 DEC1SK 328257SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-04-03 00:00,TEAM 19,11 DEC1SK 307912D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CME,2023-04-03 00:00,TEAM 19,11 DEC1SK 73114D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-04-03 00:00,TEAM 19A,11 DEC1SK 73114D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-04-03 00:00,TEAM 20,11 DEC1SK 303231SD3-SS23,302.1 - SOILED,Minor,1
CME,2023-04-03 00:00,TEAM 20,11 DEC1SK 335592D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-04-03 00:00,TEAM 21,11 DEC1SK 335592D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMGM,2023-04-03 00:00,TEAM 01,11 DEC1SK 306439SD3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,3
CMGM,2023-04-03 00:00,TEAM 02,11 DEC1SK 345933SD3-SS23,508.3 - ROPING,Major,1
CMGM,2023-04-03 00:00,TEAM 03,11 DEC1SK 306388D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMGM,2023-04-03 00:00,TEAM 03,11 DEC1SK 306388D3-SS23,508.2 - UNEVEN JOINTS,Major,1
CMGM,2023-04-03 00:00,TEAM 03,11 DEC1SK 306388D3-SS23,599.3 - RAW EDGE,Major,1
CMGM,2023-04-03 00:00,TEAM 04,11 DEC1SK 340976D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,4
CMGM,2023-04-03 00:00,TEAM 05,11 DEC1SK 324633D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,2
CMGM,2023-04-03 00:00,TEAM 05,11 DEC1SK 324633D3-SS23,507.1 - PLEATS,Major,1
CMGM,2023-04-03 00:00,TEAM 06,11 DEC1SK 341934SD3-SS23,414 - SHADING WITHIN PRODUCT OUTSIDE SPECIFICATION,Major,3
CMGM,2023-04-03 00:00,TEAM 06,11 DEC1SK 341934SD3-SS23,501.4 - BROKEN STITCH,Major,1
CMGM,2023-04-03 00:00,TEAM 06,11 DEC1SK 341934SD3-SS23,507.1 - PLEATS,Major,1
CMGM,2023-04-03 00:00,TEAM 08,11 DEC1SK 345933SD3-SS23,501.4 - BROKEN STITCH,Major,1
CMGM,2023-04-03 00:00,TEAM 08,11 DEC1SK 345933SD3-SS23,599.3 - RAW EDGE,Major,1
CMGM,2023-04-03 00:00,TEAM 09,11 DEC1SK 326349SD3-SS23,508.3 - ROPING,Major,1
CMGM,2023-04-03 00:00,TEAM 09,11 DEC1SK 326349SD3-SS23,599.15 - GATHERING,Major,2
CMGM,2023-04-03 00:00,TEAM 10,11 DEC1SK 323807D3-SS23,412 - PRINTING OR DYEING FAULTS,Major,1
CMGM,2023-04-03 00:00,TEAM 10,11 DEC1SK 323807D3-SS23,507.1 - PLEATS,Major,1
CMGM,2023-04-03 00:00,TEAM 10,11 DEC1SK 323807D3-SS23,599.19 - VISIBLE RUBBER,Major,1
CMGM,2023-04-03 00:00,TEAM 10,11 DEC1SK 323807D3-SS23,599.3 - RAW EDGE,Major,1
CMGM,2023-04-03 00:00,TEAM 10,11 DEC1SK 323807D3-SS23,599.4 - LOOSE STITCH,Major,1
CMGM,2023-04-03 00:00,TEAM 02,11 DEC1SK 345933SD3-SS23,599.22 - NUMBERING STICKERS,Minor,3
CMGM,2023-04-03 00:00,TEAM 03,11 DEC1SK 306388D3-SS23,599.23 - LOOSE THREAD,Minor,3
CMGM,2023-04-03 00:00,TEAM 05,11 DEC1SK 324633D3-SS23,599.23 - LOOSE THREAD,Minor,5
CMGM,2023-04-03 00:00,TEAM 08,11 DEC1SK 345933SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMGM,2023-04-03 00:00,TEAM 09,11 DEC1SK 326349SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMGM,2023-04-03 00:00,TEAM 11,11 DEC1SK 123392SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMGM,2023-04-03 00:00,TEAM 11,11 DEC1SK 123392SD3-SS23,599.21 - HIGH LOW,Minor,1
CMGM,2023-04-03 00:00,TEAM 11,11 DEC1SK 123392SD3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMGM,2023-04-03 00:00,TEAM 11,11 DEC1SK 123392SD3-SS23,599.23 - LOOSE THREAD,Minor,2
CMGM,2023-04-03 00:00,TEAM 12,11 DEC1SK 306417D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMGM,2023-04-03 00:00,TEAM 12,11 DEC1SK 306417D3-SS23,599.22 - NUMBERING STICKERS,Minor,3
CMGM,2023-04-03 00:00,TEAM 12,11 DEC1SK 306417D3-SS23,599.23 - LOOSE THREAD,Minor,1
CMPK,2023-04-03 00:00,T02,11 LINUL6 7961183D3-SS23,199 - LABELLING - MISCELLANEOUS,Critical,1
CMPK,2023-04-03 00:00,T03,11 DEC1SK 340809D3-SS23,401.1 - CUT DAMAGE,Critical,4
CMPK,2023-04-03 00:00,T03,11 DEC1SK 340809D3-SS23,"M- - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO SMALL",Critical,1
CMPK,2023-04-03 00:00,T03,11 DEC1SK 340809D3-SS23,"M+ - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO BIG",Critical,3
CMPK,2023-04-03 00:00,T09,11 DEC1SK 335010SD3-SS23,599.1 - MISSING OPERATION,Critical,1
CMPK,2023-04-03 00:00,T10,11 DEC1SK 304519D3-SS23,501 - OPEN SEAM,Critical,2
CMPK,2023-04-03 00:00,T13,11 DEC1SK 334925SD3-SS23,599.12 - MEASUREMENT OUT,Critical,4
CMPK,2023-04-03 00:00,T13,11 DEC1SK 334925SD3-SS23,"M+ - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO BIG",Critical,10
CMPK,2023-04-03 00:00,T14,11 LINUL6 7961183D3-SS23,"M+ - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO BIG",Critical,4
CMPK,2023-04-03 00:00,T02,11 LINUL6 7961183D3-SS23,505 - POOR TRIMMING,Major,3
CMPK,2023-04-03 00:00,T02,11 LINUL6 7961183D3-SS23,507 - UNEVEN PANELS,Major,7
CMPK,2023-04-03 00:00,T03,11 DEC1SK 340809D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,8
CMPK,2023-04-03 00:00,T03,11 DEC1SK 340809D3-SS23,501.5 - SEAM BREAKEN,Major,1
CMPK,2023-04-03 00:00,T03,11 DEC1SK 340809D3-SS23,507.1 - PLEATS,Major,1
CMPK,2023-04-03 00:00,T03,11 DEC1SK 340809D3-SS23,508.3 - ROPING,Major,4
CMPK,2023-04-03 00:00,T03,11 DEC1SK 340809D3-SS23,509.1 - UNEVEN,Major,2
CMPK,2023-04-03 00:00,T03,11 DEC1SK 340809D3-SS23,599.15 - GATHERING,Major,1
CMPK,2023-04-03 00:00,T03,11 DEC1SK 340809D3-SS23,599.17 - SLANTED,Major,1
CMPK,2023-04-03 00:00,T03,11 DEC1SK 340809D3-SS23,599.2 - PUCKERING,Major,1
CMPK,2023-04-03 00:00,T05,11 DEC1SK 122641D3-SS23,599.2 - PUCKERING,Major,6
CMPK,2023-04-03 00:00,T06,11 DEC1SK 127890SD3-SS23,501.4 - BROKEN STITCH,Major,1
CMPK,2023-04-03 00:00,T06,11 DEC1SK 127890SD3-SS23,501.5 - SEAM BREAKEN,Major,1
CMPK,2023-04-03 00:00,T06,11 DEC1SK 127890SD3-SS23,508 - UNEVEN HEMS,Major,1
CMPK,2023-04-03 00:00,T07,11 DEC1SK 330190SG2-AW22,599.11 - SHAPE OUT,Major,1
CMPK,2023-04-03 00:00,T07,11 DEC1SK 330190SG2-AW22,599.5 - SLIP STITCH,Major,2
CMPK,2023-04-03 00:00,T09,11 DEC1SK 335010SD3-SS23,501.5 - SEAM BREAKEN,Major,2
CMPK,2023-04-03 00:00,T09,11 DEC1SK 335010SD3-SS23,509.1 - UNEVEN,Major,8
CMPK,2023-04-03 00:00,T10,11 DEC1SK 304519D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMPK,2023-04-03 00:00,T10,11 DEC1SK 304519D3-SS23,501.1 - NON-INCLUSION,Major,10
CMPK,2023-04-03 00:00,T10,11 DEC1SK 304519D3-SS23,509.1 - UNEVEN,Major,10
CMPK,2023-04-03 00:00,T13,11 DEC1SK 334925SD3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,2
CMPK,2023-04-03 00:00,T13,11 DEC1SK 334925SD3-SS23,599.3 - RAW EDGE,Major,1
CMPK,2023-04-03 00:00,T14,11 LINUL6 7961183D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,6
CMPK,2023-04-03 00:00,T14,11 LINUL6 7961183D3-SS23,505 - POOR TRIMMING,Major,1
CMPK,2023-04-03 00:00,T14,11 LINUL6 7961183D3-SS23,507.1 - PLEATS,Major,2
CMPK,2023-04-03 00:00,T02,11 LINUL6 7961183D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,4
CMPK,2023-04-03 00:00,T02,11 LINUL6 7961183D3-SS23,505 - POOR TRIMMING,Minor,3
CMPK,2023-04-03 00:00,T02,11 LINUL6 7961183D3-SS23,599.21 - HIGH LOW,Minor,2
CMPK,2023-04-03 00:00,T05,11 DEC1SK 122641D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMPK,2023-04-03 00:00,T08,11 DEC1SK 335010SD3-SS23,505 - POOR TRIMMING,Minor,2
CMW,2023-04-03 00:00,TEAM 05,11 MnST33 2106E3-SU23,105 - SIZE INDICATORS INCORRECT,Critical,1
CMW,2023-04-03 00:00,TEAM 05,11 MnST33 2106E3-SU23,401.1 - CUT DAMAGE,Critical,2
CMW,2023-04-03 00:00,TEAM 09,11 OYSUL4 0103-1D3-SS23,401.1 - CUT DAMAGE,Critical,3
CMW,2023-04-03 00:00,TEAM 13,11 GEOUL2 GEO3579F3-AU23,501 - OPEN SEAM,Critical,6
CMW,2023-04-03 00:00,TEAM 02,11 MnST32 5856F3-AU23,599.17 - SLANTED,Major,1
CMW,2023-04-03 00:00,TEAM 03,11 OYSUL4 0118-102D3-SS23,508.3 - ROPING,Major,1
CMW,2023-04-03 00:00,TEAM 03,11 OYSUL4 0118-102D3-SS23,599.11 - SHAPE OUT,Major,2
CMW,2023-04-03 00:00,TEAM 03,11 OYSUL4 0118-102D3-SS23,599.3 - RAW EDGE,Major,1
CMW,2023-04-03 00:00,TEAM 05,11 MnST33 2106E3-SU23,500 - UNCUT THREAD MORE THAN 2MM,Major,2
CMW,2023-04-03 00:00,TEAM 05,11 MnST33 2106E3-SU23,507.1 - PLEATS,Major,1
CMW,2023-04-03 00:00,TEAM 05,11 MnST33 2106E3-SU23,509.1 - UNEVEN,Major,1
CMW,2023-04-03 00:00,TEAM 05,11 MnST33 2106E3-SU23,599.3 - RAW EDGE,Major,1
CMW,2023-04-03 00:00,TEAM 10,11 MnST32 1503F3-AU23,599.3 - RAW EDGE,Major,2
CMW,2023-04-03 00:00,TEAM 12,11 OYSUL4 0075-1D3-SS23,417 - POOR LAMINATION OF COMPONENTS,Major,2
CMW,2023-04-03 00:00,TEAM 12,11 OYSUL4 0075-1D3-SS23,501.4 - BROKEN STITCH,Major,10
CMW,2023-04-03 00:00,TEAM 01,11 MnST32 5856FF3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
CMW,2023-04-03 00:00,TEAM 02,11 MnST32 5856F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMW,2023-04-03 00:00,TEAM 03,11 OYSUL4 0118-102D3-SS23,599.11 - SHAPE OUT,Minor,1
CMW,2023-04-03 00:00,TEAM 04,11 MnST33 4803F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMW,2023-04-03 00:00,TEAM 05,11 MnST33 2106E3-SU23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMW,2023-04-03 00:00,TEAM 07,11 OYSUL4 0118-102D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMW,2023-04-03 00:00,TEAM 07,11 OYSUL4 0118-102D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,6
CMW,2023-04-03 00:00,TEAM 07,11 OYSUL4 0118-102D3-SS23,599.21 - HIGH LOW,Minor,3
CMW,2023-04-03 00:00,TEAM 08,11 OYSUL4 0103-1D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,4
CMW,2023-04-03 00:00,TEAM 08,11 OYSUL4 0103-1D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMW,2023-04-03 00:00,TEAM 08,11 OYSUL4 0103-1D3-SS23,599.21 - HIGH LOW,Minor,1
CMW,2023-04-03 00:00,TEAM 09,11 MnST32 1504F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMW,2023-04-03 00:00,TEAM 09,11 MnST32 1504F3-AU23,599.21 - HIGH LOW,Minor,2
CMW,2023-04-03 00:00,TEAM 10,11 MnST32 1503F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMW,2023-04-03 00:00,TEAM 10,11 MnST32 1503F3-AU23,599.21 - HIGH LOW,Minor,1
CMW,2023-04-03 00:00,TEAM 10,11 MnST32 1503F3-AU23,599.23 - LOOSE THREAD,Minor,4
CMW,2023-04-03 00:00,TEAM 11,11 GEOUL2 GEO3579F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMW,2023-04-03 00:00,TEAM 14,11 OYSUL4 6066-128D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,2
CMW,2023-04-03 00:00,TEAM 14,11 OYSUL4 6066-128D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMW,2023-04-03 00:00,TEAM 15,11 OYSUL4 0118-102D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,6
CMW,2023-04-03 00:00,TEAM 17,11 OYSUL4 6066-128D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMW,2023-04-03 00:00,TEAM 17,11 OYSUL4 6066-128D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMW,2023-04-03 00:00,TEAM 17,11 OYSUL4 6066-128D3-SS23,599.21 - HIGH LOW,Minor,1
CMCD,2023-04-04 00:00,SERIYUNKA3,11 GEOUL2 GEO3549F3-AU23,501 - OPEN SEAM,Critical,1
CMCD,2023-04-04 00:00,T02,11 OYSUL4 0105-2D3-SS23,401.1 - CUT DAMAGE,Critical,1
CMCD,2023-04-04 00:00,T06,11 OYSUL4 0105-2D3-SS23,301 - PRESSING DEFECTS,Critical,2
CMCD,2023-04-04 00:00,T16,11 MnST33 2089F3-AU23,501 - OPEN SEAM,Critical,3
CMCD,2023-04-04 00:00,SERIYUNKA3,11 GEOUL2 GEO3549F3-AU23,509.2 - FLIPPING UP,Major,6
CMCD,2023-04-04 00:00,SERIYUNKA4,11 GEOUL2 GEO3549F3-AU23,509.2 - FLIPPING UP,Major,1
CMCD,2023-04-04 00:00,T02,11 OYSUL4 0105-2D3-SS23,507.1 - PLEATS,Major,3
CMCD,2023-04-04 00:00,T08,11 MnST52 8520BE3-SU23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Major,2
CMCD,2023-04-04 00:00,T08,11 MnST52 8520BE3-SU23,501.5 - SEAM BREAKEN,Major,2
CMCD,2023-04-04 00:00,T08,11 MnST52 8520BE3-SU23,507 - UNEVEN PANELS,Major,3
CMCD,2023-04-04 00:00,T08,11 MnST52 8520BE3-SU23,507.1 - PLEATS,Major,1
CMCD,2023-04-04 00:00,T16,11 MnST33 2089F3-AU23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Major,6
CMCD,2023-04-04 00:00,T16,11 MnST33 2089F3-AU23,502 - SEAMS TENSION INCORRECT (PUCKERED / GRINNING / ROPING),Major,1
CMCD,2023-04-04 00:00,T16,11 MnST33 2089F3-AU23,503 - SEAM POSITION INCORRECT (TWISTING / STRETCHED),Major,1
CMCD,2023-04-04 00:00,T16,11 MnST33 2089F3-AU23,509.1 - UNEVEN,Major,2
CMCD,2023-04-04 00:00,T16,11 MnST33 2089F3-AU23,599.11 - SHAPE OUT,Major,3
CMCD,2023-04-04 00:00,T16,11 MnST33 2089F3-AU23,599.12 - MEASUREMENT OUT,Major,1
CMCD,2023-04-04 00:00,T16,11 MnST33 2089F3-AU23,599.2 - PUCKERING,Major,3
CMCD,2023-04-04 00:00,T16,11 MnST33 2089F3-AU23,599.3 - RAW EDGE,Major,2
CMCD,2023-04-04 00:00,SERIYUNKA3,11 GEOUL2 GEO3549F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-04-04 00:00,SERIYUNKA4,11 GEOUL2 GEO3549F3-AU23,599.21 - HIGH LOW,Minor,1
CMCD,2023-04-04 00:00,T01,11 MnST33 8000E3-SU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-04-04 00:00,T02,11 OYSUL4 0105-2D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCD,2023-04-04 00:00,T02,11 OYSUL4 0105-2D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCD,2023-04-04 00:00,T02,11 OYSUL4 0105-2D3-SS23,599.27-OIL MARK,Minor,3
CMCD,2023-04-04 00:00,T04,11 LINUL6 8381405D3-SS23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,1
CMCD,2023-04-04 00:00,T06,11 OYSUL4 0105-2D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMCD,2023-04-04 00:00,T06,11 OYSUL4 0105-2D3-SS23,509.2 - FLIPPING UP,Minor,5
CMCD,2023-04-04 00:00,T06,11 OYSUL4 0105-2D3-SS23,"M+ - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO BIG",Minor,1
CMCD,2023-04-04 00:00,T07,11 MnST52 8969E3-SU23,599.21 - HIGH LOW,Minor,1
CMCD,2023-04-04 00:00,T09,11 MnST33 8000E3-SU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-04-04 00:00,T12,11 OYSUL4 0105-2D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,3
CMCD,2023-04-04 00:00,T13,11 MnST33 8000E3-SU23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCD,2023-04-04 00:00,T13,11 MnST33 8000E3-SU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-04-04 00:00,T14,11 LINUL6 7084276G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMCD,2023-04-04 00:00,T16,11 MnST33 2089F3-AU23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,2
CMCG,2023-04-04 00:00,TEAM 02,11 DEC1SK 333399D3-SS23,501 - OPEN SEAM,Critical,1
CMCG,2023-04-04 00:00,TEAM 02,11 DEC1SK 333399D3-SS23,501.1 - NON-INCLUSION,Critical,3
CMCG,2023-04-04 00:00,TEAM 02,11 DEC1SK 333399D3-SS23,599.1 - MISSING OPERATION,Critical,1
CMCG,2023-04-04 00:00,TEAM 01,11 DEC1SK 340154D3-SS23,501.4 - BROKEN STITCH,Major,1
CMCG,2023-04-04 00:00,TEAM 01,11 DEC1SK 340154D3-SS23,599.20 - VISIBLE ELASTIC,Major,2
CMCG,2023-04-04 00:00,TEAM 01,11 DEC1SK 340154D3-SS23,599.9 - SEAM TUNNELING,Major,1
CMCG,2023-04-04 00:00,TEAM 02,11 DEC1SK 333399D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,3
CMCG,2023-04-04 00:00,TEAM 02,11 DEC1SK 333399D3-SS23,507.1 - PLEATS,Major,1
CMCG,2023-04-04 00:00,TEAM 07,11 MnST52 8979F3-AU23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-04-04 00:00,TEAM 08,11 MnST57 4072F3-AU23,500 - UNCUT THREAD MORE THAN 2MM,Major,3
CMCG,2023-04-04 00:00,TEAM 08,11 MnST57 4072F3-AU23,501.5 - SEAM BREAKEN,Major,3
CMCG,2023-04-04 00:00,TEAM 08,11 MnST57 4072F3-AU23,599.11 - SHAPE OUT,Major,1
CMCG,2023-04-04 00:00,TEAM 08,11 MnST57 4072F3-AU23,599.3 - RAW EDGE,Major,1
CMCG,2023-04-04 00:00,TEAM 08,11 MnST57 4072F3-AU23,599.9 - SEAM TUNNELING,Major,1
CMCG,2023-04-04 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,500 - UNCUT THREAD MORE THAN 2MM,Major,2
CMCG,2023-04-04 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,508 - UNEVEN HEMS,Major,1
CMCG,2023-04-04 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-04-04 00:00,TEAM 09,11 NEXLK1 T40843G3-AW23,599.14 - WAVINESS,Major,1
CMCG,2023-04-04 00:00,TEAM 12,11 DEC1SK 117080SD3-SS23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-04-04 00:00,TEAM 19,11 DEC1SK 340154D3-SS23,599.15 - GATHERING,Major,1
CMCG,2023-04-04 00:00,TEAM 19,11 DEC1SK 340154D3-SS23,599.19 - VISIBLE RUBBER,Major,1
CMCG,2023-04-04 00:00,TEAM 21,11 MnST57 8576F3-AU23,599.17 - SLANTED,Major,1
CMCG,2023-04-04 00:00,TEAM 21,11 MnST57 8576F3-AU23,599.21 - HIGH LOW,Major,4
CMCG,2023-04-04 00:00,TEAM 23,11 DEC1SK 117080SD3-SS23,503.1 - TWISTING,Major,1
CMCG,2023-04-04 00:00,TEAM 23,11 DEC1SK 117080SD3-SS23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-04-04 00:00,TEAM 24,11 MnST52 8896BF3-AU23,510 - INCORRECT GARMENT BALANCE (PRESENTATION OR FABRIC),Major,2
CMCG,2023-04-04 00:00,TEAM 24,11 MnST52 8896BF3-AU23,599.14 - WAVINESS,Major,2
CMCG,2023-04-04 00:00,TEAM 24,11 MnST52 8896BF3-AU23,599.19 - VISIBLE RUBBER,Major,1
CMCG,2023-04-04 00:00,TEAM 25,11 DEC1SK 117080SD3-SS23,508.3 - ROPING,Major,1
CMCG,2023-04-04 00:00,TEAM 25,11 DEC1SK 117080SD3-SS23,599.2 - PUCKERING,Major,1
CMCG,2023-04-04 00:00,TEAM 26,11 MnST52 8960FF3-AU23,599.2 - PUCKERING,Major,1
CMCG,2023-04-04 00:00,TEAM 01,11 DEC1SK 340154D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-04-04 00:00,TEAM 02,11 DEC1SK 333399D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMCG,2023-04-04 00:00,TEAM 03,11 MnST57 8576F3-AU23,599.15 - GATHERING,Minor,1
CMCG,2023-04-04 00:00,TEAM 03,11 MnST57 8576F3-AU23,599.21 - HIGH LOW,Minor,1
CMCG,2023-04-04 00:00,TEAM 03,11 MnST57 8576F3-AU23,599.22 - NUMBERING STICKERS,Minor,2
CMCG,2023-04-04 00:00,TEAM 04,11 DEC1SK 310544SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
