FACTORY,EffectiveDate,TEAM,STYLE,DefectName,Intensity,Quantity
CMCG,2023-05-13 00:00,TEAM 13,11 MnST52 8967BF3-AU23,599.23 - LOOSE THREAD,Minor,3
CMCG,2023-05-13 00:00,TEAM 15,11 NEXLK1 T40843G3-AW23,302.1 - SOILED,Minor,2
CMCG,2023-05-13 00:00,TEAM 15,11 NEXLK1 T40843G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMCG,2023-05-13 00:00,TEAM 15,11 NEXLK1 T40843G3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-05-13 00:00,TEAM 18,11 DEC1SK 335642D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-05-13 00:00,TEAM 19,11 MnST52 8521BE3-SU23,599.23 - LOOSE THREAD,Minor,2
CMCG,2023-05-13 00:00,TEAM 20,11 DEC1SK 324528D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-05-13 00:00,TEAM 23,11 MnST52 8987F3-AU23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-05-13 00:00,TEAM 24,11 DEC1SK 113578D2-SS22,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMCG,2023-05-13 00:00,TEAM 25,11 DEC1SK 309578D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-05-13 00:00,TEAM 26,11 NEXLK1 A05641F3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-05-15 00:00,T15,11 OYSUL4 0712-173D3-SS23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Major,3
CMCD,2023-05-15 00:00,T15,11 OYSUL4 0712-173D3-SS23,501 - OPEN SEAM,Major,2
CMCD,2023-05-15 00:00,SERIYUNKA3,11 LINUL6 6898048G2-AW22,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCD,2023-05-15 00:00,SERIYUNKA3,11 LINUL6 6898048G2-AW22,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-05-15 00:00,SERIYUNKA3,11 LINUL6 6898048G2-AW22,599.21 - HIGH LOW,Minor,1
CMCD,2023-05-15 00:00,SERIYUNKA4,11 LINUL6 7920342G2-AW22,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCD,2023-05-15 00:00,SERIYUNKA4,11 LINUL6 7920342G2-AW22,599.21 - HIGH LOW,Minor,1
CMCD,2023-05-15 00:00,T01,11 GEOUL2 GEO3548F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-05-15 00:00,T02,11 OYSUL4 2427-173D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMCD,2023-05-15 00:00,T03,11 OYSUL4 0712-173D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-05-15 00:00,T03,11 OYSUL4 0712-173D3-SS23,599.21 - HIGH LOW,Minor,1
CMCD,2023-05-15 00:00,T04,11 NEXUL1 D26714D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCD,2023-05-15 00:00,T06,11 GEOUL2 GEO3572F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-05-15 00:00,T08,11 GEOUL2 GEO3548F3-AU23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,1
CMCD,2023-05-15 00:00,T09,11 OYSUL4 0712-173D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCD,2023-05-15 00:00,T09,11 OYSUL4 0712-173D3-SS23,599.11 - SHAPE OUT,Minor,1
CMCD,2023-05-15 00:00,T10,11 GEOUL2 GEO3572F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-05-15 00:00,T10,11 GEOUL2 GEO3572F3-AU23,599.3 - RAW EDGE,Minor,1
CMCD,2023-05-15 00:00,T11,11 MnST52 9001F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-05-15 00:00,T11,11 MnST52 9001F3-AU23,599.21 - HIGH LOW,Minor,1
CMCD,2023-05-15 00:00,T12,11 GEOUL2 GEO3572F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-05-15 00:00,T12,11 GEOUL2 GEO3572F3-AU23,599.21 - HIGH LOW,Minor,1
CMCD,2023-05-15 00:00,T13,11 MnST33 2089F3-AU23,599.3 - RAW EDGE,Minor,1
CMCD,2023-05-15 00:00,T13,11 MnST33 2089F3-AU23,599.7 - RUN OFF STITCH,Minor,1
CMCD,2023-05-15 00:00,T14,11 LINUL6 7036490G2-AW22,599.21 - HIGH LOW,Minor,1
CMCD,2023-05-15 00:00,T15,11 OYSUL4 0712-173D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-05-15 00:00,T16,11 LINUL6 8461426G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-05-15 00:00,TEAM 02,11 MnST52 8965TF3-AU23,401.1 - CUT DAMAGE,Critical,2
CMCG,2023-05-15 00:00,TEAM 02,11 MnST52 8965TF3-AU23,501 - OPEN SEAM,Critical,1
CMCG,2023-05-15 00:00,TEAM 02,11 MnST52 8965TF3-AU23,501.1 - NON-INCLUSION,Critical,1
CMCG,2023-05-15 00:00,TEAM 10,11 NEXLK1 EK049-CHG3-AW23,103 - UPC INCORRECT/ MISSING,Critical,2
CMCG,2023-05-15 00:00,TEAM 11,11 MnST52 8947F3-AU23,401.1 - CUT DAMAGE,Critical,1
CMCG,2023-05-15 00:00,TEAM 11,11 MnST52 8947F3-AU23,501 - OPEN SEAM,Critical,3
CMCG,2023-05-15 00:00,TEAM 14,11 DEC1SK 333399D3-SS23,501 - OPEN SEAM,Critical,1
CMCG,2023-05-15 00:00,TEAM 02,11 MnST52 8965TF3-AU23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-05-15 00:00,TEAM 02,11 MnST52 8965TF3-AU23,509.1 - UNEVEN,Major,4
CMCG,2023-05-15 00:00,TEAM 09,11 NEXLK1 990649F3-AU23,501.4 - BROKEN STITCH,Major,3
CMCG,2023-05-15 00:00,TEAM 09,11 NEXLK1 990649F3-AU23,505 - POOR TRIMMING,Major,1
CMCG,2023-05-15 00:00,TEAM 09,11 NEXLK1 990649F3-AU23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-05-15 00:00,TEAM 09,11 NEXLK1 990649F3-AU23,599.14 - WAVINESS,Major,1
CMCG,2023-05-15 00:00,TEAM 10,11 NEXLK1 EK049-CHG3-AW23,500 - UNCUT THREAD MORE THAN 2MM,Major,2
CMCG,2023-05-15 00:00,TEAM 10,11 NEXLK1 EK049-CHG3-AW23,501.4 - BROKEN STITCH,Major,1
CMCG,2023-05-15 00:00,TEAM 10,11 NEXLK1 EK049-CHG3-AW23,507.1 - PLEATS,Major,1
CMCG,2023-05-15 00:00,TEAM 10,11 NEXLK1 EK049-CHG3-AW23,508.2 - UNEVEN JOINTS,Major,2
CMCG,2023-05-15 00:00,TEAM 10,11 NEXLK1 EK049-CHG3-AW23,509.1 - UNEVEN,Major,2
CMCG,2023-05-15 00:00,TEAM 10,11 NEXLK1 EK049-CHG3-AW23,"M+ - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO BIG",Major,1
CMCG,2023-05-15 00:00,TEAM 11,11 MnST52 8947F3-AU23,501.2 - INSECURE,Major,2
CMCG,2023-05-15 00:00,TEAM 11,11 MnST52 8947F3-AU23,508.2 - UNEVEN JOINTS,Major,2
CMCG,2023-05-15 00:00,TEAM 11,11 MnST52 8947F3-AU23,508.3 - ROPING,Major,2
CMCG,2023-05-15 00:00,TEAM 11,11 MnST52 8947F3-AU23,509.1 - UNEVEN,Major,1
CMCG,2023-05-15 00:00,TEAM 12,11 MnST52 8947E3-SU23,599.21 - HIGH LOW,Major,1
CMCG,2023-05-15 00:00,TEAM 13,11 MnST52 8967BF3-AU23,599.23 - LOOSE THREAD,Major,1
CMCG,2023-05-15 00:00,TEAM 15,11 NEXLK1 T40843G3-AW23,501.4 - BROKEN STITCH,Major,1
CMCG,2023-05-15 00:00,TEAM 16,11 MnST52 8562F3-AU23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-05-15 00:00,TEAM 25,11 DEC1SK 309578D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMCG,2023-05-15 00:00,TEAM 25,11 DEC1SK 309578D3-SS23,501.4 - BROKEN STITCH,Major,1
CMCG,2023-05-15 00:00,TEAM 26,11 NEXLK1 985115G3-AW23,507.1 - PLEATS,Major,1
CMCG,2023-05-15 00:00,TEAM 26,11 NEXLK1 985115G3-AW23,599.21 - HIGH LOW,Major,1
CMCG,2023-05-15 00:00,TEAM 01,11 MnST52 8967WE3-SU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-05-15 00:00,TEAM 01,11 MnST52 8967WE3-SU23,599.24 - VISIBLE RUN STITCHES,Minor,2
CMCG,2023-05-15 00:00,TEAM 02,11 MnST52 8965TF3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-05-15 00:00,TEAM 02,11 MnST52 8965TF3-AU23,599.22 - NUMBERING STICKERS,Minor,3
CMCG,2023-05-15 00:00,TEAM 02,11 MnST52 8965TF3-AU23,599.24 - VISIBLE RUN STITCHES,Minor,3
CMCG,2023-05-15 00:00,TEAM 03,11 NEXSK1 OG934FG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-05-15 00:00,TEAM 03,11 NEXSK1 OG934FG3-AW23,599.21 - HIGH LOW,Minor,1
CMCG,2023-05-15 00:00,TEAM 04,11 MnST52 8563F3-AU23,500 - UNCUT THREAD MORE THAN 2MM,Minor,2
CMCG,2023-05-15 00:00,TEAM 05,11 MnST52 7472F3-AU23,599.21 - HIGH LOW,Minor,1
CMCG,2023-05-15 00:00,TEAM 06,11 MnST52 8515F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-05-15 00:00,TEAM 06,11 MnST52 8515F3-AU23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-05-15 00:00,TEAM 07,11 DEC1SK 325489D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Minor,2
CMCG,2023-05-15 00:00,TEAM 08,11 DEC1SK 117080SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-05-15 00:00,TEAM 08,11 DEC1SK 117080SD3-SS23,599.21 - HIGH LOW,Minor,1
CMCG,2023-05-15 00:00,TEAM 08,11 DEC1SK 117080SD3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-05-15 00:00,TEAM 09,11 NEXLK1 990649F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-05-15 00:00,TEAM 09,11 NEXLK1 990649F3-AU23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-05-15 00:00,TEAM 11,11 MnST52 8947F3-AU23,599.19 - VISIBLE RUBBER,Minor,1
CMCG,2023-05-15 00:00,TEAM 11,11 MnST52 8947F3-AU23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-05-15 00:00,TEAM 12,11 MnST52 8947E3-SU23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-05-15 00:00,TEAM 13,11 MnST52 8967BF3-AU23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-05-15 00:00,TEAM 14,11 DEC1SK 333399D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-05-15 00:00,TEAM 14,11 DEC1SK 333399D3-SS23,599.22 - NUMBERING STICKERS,Minor,3
CMCG,2023-05-15 00:00,TEAM 15,11 NEXLK1 T40843G3-AW23,302.1 - SOILED,Minor,4
CMCG,2023-05-15 00:00,TEAM 15,11 NEXLK1 T40843G3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-05-15 00:00,TEAM 16,11 MnST52 8562F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-05-15 00:00,TEAM 18,11 DEC1SK 335642D3-SS23,599.23 - LOOSE THREAD,Minor,2
CMCG,2023-05-15 00:00,TEAM 19,11 MnST52 8521BE3-SU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-05-15 00:00,TEAM 19,11 MnST52 8521BE3-SU23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-05-15 00:00,TEAM 20,11 DEC1SK 324528D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-05-15 00:00,TEAM 20,11 DEC1SK 324528D3-SS23,599.23 - LOOSE THREAD,Minor,2
CMCG,2023-05-15 00:00,TEAM 23,11 MnST52 8987F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-05-15 00:00,TEAM 25,11 DEC1SK 309578D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-05-15 00:00,TEAM 26,11 NEXLK1 985115G3-AW23,599.21 - HIGH LOW,Minor,1
CME,2023-05-15 00:00,TEAM 03,11 DEC1SK 306391D3-SS23,508.3 - ROPING,Major,1
CME,2023-05-15 00:00,TEAM 03,11 DEC1SK 306391D3-SS23,509.1 - UNEVEN,Major,3
CME,2023-05-15 00:00,TEAM 03,11 DEC1SK 306391D3-SS23,510 - INCORRECT GARMENT BALANCE (PRESENTATION OR FABRIC),Major,1
CME,2023-05-15 00:00,TEAM 03,11 DEC1SK 306391D3-SS23,599.19 - VISIBLE RUBBER,Major,1
CME,2023-05-15 00:00,TEAM 10,11 DEC1SK 340809D3-SS23,599.5 - SLIP STITCH,Major,1
CME,2023-05-15 00:00,TEAM 21,11 DEC1SK 313115SG3-AW23,508.3 - ROPING,Major,1
CME,2023-05-15 00:00,TEAM 01,11 DEC1SK 329783D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-05-15 00:00,TEAM 01,11 DEC1SK 329783D3-SS23,599.15 - GATHERING,Minor,1
CME,2023-05-15 00:00,TEAM 01,11 DEC1SK 329783D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-05-15 00:00,TEAM 02,11 DEC1SK 126283D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-05-15 00:00,TEAM 02,11 DEC1SK 126283D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-05-15 00:00,TEAM 03,11 DEC1SK 306391D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-05-15 00:00,TEAM 03,11 DEC1SK 306391D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-05-15 00:00,TEAM 04,11 DEC1SK 339674SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,6
CME,2023-05-15 00:00,TEAM 05,11 DEC1SK 307912D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
CME,2023-05-15 00:00,TEAM 05,11 DEC1SK 307912D3-SS23,599.22 - NUMBERING STICKERS,Minor,4
CME,2023-05-15 00:00,TEAM 06,11 DEC1SK 306354D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-05-15 00:00,TEAM 07,11 DEC1SK 306354D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-05-15 00:00,TEAM 07,11 DEC1SK 306354D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-05-15 00:00,TEAM 08,11 DEC1SK 306391D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-05-15 00:00,TEAM 08,11 DEC1SK 306391D3-SS23,599.23 - LOOSE THREAD,Minor,1
CME,2023-05-15 00:00,TEAM 09,11 DEC1SK 307473D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-05-15 00:00,TEAM 10,11 DEC1SK 340809D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
CME,2023-05-15 00:00,TEAM 11,11 DEC1SK 112624SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
CME,2023-05-15 00:00,TEAM 12,11 DEC1SK 327480D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-05-15 00:00,TEAM 13,11 DEC1SK 306391D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-05-15 00:00,TEAM 13,11 DEC1SK 306391D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-05-15 00:00,TEAM 15,11 DEC1SK 306391D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-05-15 00:00,TEAM 16,11 DEC1SK 306391D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
CME,2023-05-15 00:00,TEAM 17,11 DEC1SK 339489SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CME,2023-05-15 00:00,TEAM 17,11 DEC1SK 339489SD3-SS23,599.22 - NUMBERING STICKERS,Minor,2
CME,2023-05-15 00:00,TEAM 18,11 DEC1SK 312703G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-05-15 00:00,TEAM 18,11 DEC1SK 312703G3-AW23,599.22 - NUMBERING STICKERS,Minor,3
CME,2023-05-15 00:00,TEAM 19,11 DEC1SK 73114D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-05-15 00:00,TEAM 19A,11 DEC1SK 73114D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,2
CME,2023-05-15 00:00,TEAM 19A,11 DEC1SK 73114D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CME,2023-05-15 00:00,TEAM 19A,11 DEC1SK 73114D3-SS23,599.21 - HIGH LOW,Minor,1
CME,2023-05-15 00:00,TEAM 20,11 DEC1SK 306391D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-05-15 00:00,TEAM 21,11 DEC1SK 313115SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-05-15 00:00,TEAM 21,11 DEC1SK 313115SG3-AW23,599.15 - GATHERING,Minor,1
CME,2023-05-15 00:00,TEAM 21,11 DEC1SK 313115SG3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CMGM,2023-05-15 00:00,TEAM 04,11 DEC1SK 334909D3-SS23,401.1 - CUT DAMAGE,Critical,5
CMGM,2023-05-15 00:00,TEAM 01,11 DEC1SK 333670D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMGM,2023-05-15 00:00,TEAM 01,11 DEC1SK 333670D3-SS23,508.2 - UNEVEN JOINTS,Major,1
CMGM,2023-05-15 00:00,TEAM 02,11 DEC1SK 326412D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,2
CMGM,2023-05-15 00:00,TEAM 04,11 DEC1SK 334909D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMGM,2023-05-15 00:00,TEAM 04,11 DEC1SK 334909D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Major,1
CMGM,2023-05-15 00:00,TEAM 05,11 DEC1SK 335010D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMGM,2023-05-15 00:00,TEAM 05,11 DEC1SK 335010D3-SS23,509.1 - UNEVEN,Major,1
CMGM,2023-05-15 00:00,TEAM 05,11 DEC1SK 335010D3-SS23,599.3 - RAW EDGE,Major,1
CMGM,2023-05-15 00:00,TEAM 06,11 DEC1SK 328218SD3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMGM,2023-05-15 00:00,TEAM 06,11 DEC1SK 341934SD3-SS23,501.4 - BROKEN STITCH,Major,1
CMGM,2023-05-15 00:00,TEAM 06,11 DEC1SK 341934SD3-SS23,599.5 - SLIP STITCH,Major,1
CMGM,2023-05-15 00:00,TEAM 09,11 DEC1SK 335010D3-SS23,501.2 - INSECURE,Major,1
CMGM,2023-05-15 00:00,TEAM 09,11 DEC1SK 335010D3-SS23,501.4 - BROKEN STITCH,Major,1
CMGM,2023-05-15 00:00,TEAM 07,11 DEC1SK 335010D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Minor,1
CMGM,2023-05-15 00:00,TEAM 10,11 DEC1SK 339567SD3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMGM,2023-05-15 00:00,TEAM 11,11 DEC1SK 121265SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMGM,2023-05-15 00:00,TEAM 11,11 DEC1SK 121265SG3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CMGM,2023-05-15 00:00,TEAM 12,11 DEC1SK 306417D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMPK,2023-05-15 00:00,T03,11 LINUL6 7961183G3-AW23,401.1 - CUT DAMAGE,Critical,2
CMPK,2023-05-15 00:00,T03,11 LINUL6 7961183G3-AW23,599.12 - MEASUREMENT OUT,Critical,1
CMPK,2023-05-15 00:00,T04,11 DEC1SK 306441D3-SS23,412 - PRINTING OR DYEING FAULTS,Critical,3
CMPK,2023-05-15 00:00,T05,11 LINUL6 8381405D3-SS23,199.1 - LABEL DAMAGE,Critical,4
CMPK,2023-05-15 00:00,T02,11 DEC1SK 334925D3-SS23,507.1 - PLEATS,Major,1
CMPK,2023-05-15 00:00,T03,11 LINUL6 7961183G3-AW23,500 - UNCUT THREAD MORE THAN 2MM,Major,4
CMPK,2023-05-15 00:00,T03,11 LINUL6 7961183G3-AW23,501.2 - INSECURE,Major,4
CMPK,2023-05-15 00:00,T03,11 LINUL6 7961183G3-AW23,509.1 - UNEVEN,Major,1
CMPK,2023-05-15 00:00,T03,11 LINUL6 7961183G3-AW23,599 - MAKE-UP - MISCELLANEOUS,Major,6
CMPK,2023-05-15 00:00,T03,11 LINUL6 7961183G3-AW23,599.11 - SHAPE OUT,Major,3
CMPK,2023-05-15 00:00,T03,11 LINUL6 7961183G3-AW23,599.16 - VISIBLE UNDER PART,Major,5
CMPK,2023-05-15 00:00,T04,11 DEC1SK 306441D3-SS23,503 - SEAM POSITION INCORRECT,Major,2
CMPK,2023-05-15 00:00,T04,11 DEC1SK 306441D3-SS23,506 - NEEDLE DAMAGE (INCLUDING LADDERING),Major,4
CMPK,2023-05-15 00:00,T04,11 DEC1SK 306441D3-SS23,599.3 - RAW EDGE,Major,5
CMPK,2023-05-15 00:00,T05,11 LINUL6 8381405D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,3
CMPK,2023-05-15 00:00,T05,11 LINUL6 8381405D3-SS23,508.2 - UNEVEN JOINTS,Major,2
CMPK,2023-05-15 00:00,T05,11 LINUL6 8381405D3-SS23,599.3 - RAW EDGE,Major,2
CMPK,2023-05-15 00:00,T06,11 LINUL6 8518293G3-AW23,501.1 - NON-INCLUSION,Major,2
CMPK,2023-05-15 00:00,T06,11 LINUL6 8518293G3-AW23,599.9 - SEAM TUNNELING,Major,1
CMPK,2023-05-15 00:00,T06,11 LINUL6 8518293G3-AW23,"M- - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO SMALL",Major,5
CMPK,2023-05-15 00:00,T08,11 DEC1SK 335010SD3-SS23,505 - POOR TRIMMING,Major,2
CMPK,2023-05-15 00:00,T09,11 DEC1SK 335010SD3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,2
CMPK,2023-05-15 00:00,T03,11 LINUL6 7961183G3-AW23,302.2 - STAINED (DIRTY MARKS),Minor,3
CMPK,2023-05-15 00:00,T03,11 LINUL6 7961183G3-AW23,599.21 - HIGH LOW,Minor,5
CMPK,2023-05-15 00:00,T05,11 LINUL6 8381405D3-SS23,599.22 - NUMBERING STICKERS,Minor,3
CMPK,2023-05-15 00:00,T10,11 DEC1SK 334925SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMW,2023-05-15 00:00,TEAM 03,11 OYSUL4 0101-021D3-SS23,501 - OPEN SEAM,Critical,1
CMW,2023-05-15 00:00,TEAM 07,11 MnST52 9008F3-AU23,401.1 - CUT DAMAGE,Critical,1
CMW,2023-05-15 00:00,TEAM 07,11 MnST52 9008F3-AU23,503.1 - TWISTING,Critical,1
CMW,2023-05-15 00:00,TEAM 09,11 OYSUL4 0101-021D3-SS23,599.1 - MISSING OPERATION,Critical,1
CMW,2023-05-15 00:00,TEAM 03,11 OYSUL4 0101-021D3-SS23,501.4 - BROKEN STITCH,Major,2
CMW,2023-05-15 00:00,TEAM 05,11 MnST52 9008BF3-AU23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMW,2023-05-15 00:00,TEAM 09,11 OYSUL4 0101-021D3-SS23,508.3 - ROPING,Major,2
CMW,2023-05-15 00:00,TEAM 09,11 OYSUL4 0101-021D3-SS23,599.3 - RAW EDGE,Major,2
CMW,2023-05-15 00:00,TEAM 01,11 MnST52 8982F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMW,2023-05-15 00:00,TEAM 01,11 MnST52 8982E3-SU23,599.21 - HIGH LOW,Minor,2
CMW,2023-05-15 00:00,TEAM 02,11 GEOUL2 GEO3433F3-AU23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMW,2023-05-15 00:00,TEAM 02,11 GEOUL2 GEO3433F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMW,2023-05-15 00:00,TEAM 04,11 MnST52 9008F3-AU23,599.21 - HIGH LOW,Minor,3
CMW,2023-05-15 00:00,TEAM 05,11 MnST52 9008BF3-AU23,599.21 - HIGH LOW,Minor,1
CMW,2023-05-15 00:00,TEAM 07,11 MnST52 9008F3-AU23,302.2 - STAINED (DIRTY MARKS),Minor,2
CMW,2023-05-15 00:00,TEAM 07,11 MnST52 9008F3-AU23,500 - UNCUT THREAD MORE THAN 2MM,Minor,1
CMW,2023-05-15 00:00,TEAM 07,11 MnST52 9008F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMW,2023-05-15 00:00,TEAM 08,11 NBRULB CM488C3-SP23,302.2 - STAINED (DIRTY MARKS),Minor,3
CMW,2023-05-15 00:00,TEAM 08,11 NBRULB CM488C3-SP23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMW,2023-05-15 00:00,TEAM 08,11 NBRULB CM488C3-SP23,599.21 - HIGH LOW,Minor,1
CMW,2023-05-15 00:00,TEAM 09,11 OYSUL4 0101-021D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMW,2023-05-15 00:00,TEAM 09,11 OYSUL4 0101-021D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMW,2023-05-15 00:00,TEAM 10,11 OYSUL4 0006-021D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,2
CMW,2023-05-15 00:00,TEAM 10,11 OYSUL4 0006-021D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMW,2023-05-15 00:00,TEAM 11,11 OYSUL4 0063-4D3-SS23,599.23 - LOOSE THREAD,Minor,1
CMW,2023-05-15 00:00,TEAM 11,11 OYSUL4 0063-4D3-SS23,599.4 - LOOSE STITCH,Minor,1
CMW,2023-05-15 00:00,TEAM 13,11 OYSUL4 0006-021D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
