Module,Customer,Style,Total SMV,Sewing SMV,SO#,LI,Sewing Stage,Colour,E,P,D/W,LC,Product Type,Buy Month,Season,Customer PO,Chassis ID,CWN,PO Type,Del. Date,Rev Del Date,Ord Qty,Planned Qty,Total Planned,Strip Planned,PSD,Prod Start Time,PED,Avg Per Day,Actual Per Day,Defect Qty,Rejected Qty,Missing Qty,Defect Name,Defect Category,FIH,,9/4/2023,9/5/2023,9/6/2023,9/7/2023,9/8/2023,9/9/2023,9/10/2023,9/11/2023,9/12/2023,9/13/2023,9/14/2023,9/15/2023,9/16/2023,9/17/2023,9/18/2023,9/19/2023,9/20/2023,9/21/2023,9/22/2023,9/23/2023,9/24/2023,9/25/2023,9/26/2023,9/27/2023,9/28/2023,9/29/2023,9/30/2023,10/1/2023,10/2/2023,10/3/2023,10/4/2023,10/5/2023,10/6/2023,10/7/2023,10/8/2023,10/9/2023,10/10/2023,10/11/2023,10/12/2023,10/13/2023,10/14/2023,10/15/2023,10/16/2023,10/17/2023,10/18/2023,10/19/2023,10/20/2023,10/21/2023,10/22/2023,10/23/2023,10/24/2023,10/25/2023,10/26/2023,10/27/2023,10/28/2023,10/29/2023,10/30/2023,10/31/2023,11/1/2023,11/2/2023,11/3/2023,11/4/2023,11/5/2023,11/6/2023,11/7/2023,11/8/2023,11/9/2023,11/10/2023,11/11/2023,11/12/2023,11/13/2023,11/14/2023,11/15/2023,11/16/2023,11/17/2023,11/18/2023,11/19/2023,11/20/2023,11/21/2023,11/22/2023,11/23/2023,11/24/2023,11/25/2023,11/26/2023,11/27/2023,11/28/2023,11/29/2023,11/30/2023,12/1/2023,12/2/2023,12/3/2023,12/4/2023,12/5/2023,12/6/2023,12/7/2023,12/8/2023,12/9/2023,12/10/2023,12/11/2023,12/12/2023,12/13/2023,12/14/2023,12/15/2023,12/16/2023,12/17/2023,12/18/2023,12/19/2023,12/20/2023,12/21/2023,12/22/2023,12/23/2023,12/24/2023,12/25/2023,12/26/2023,12/27/2023,12/28/2023,12/29/2023,12/30/2023,12/31/2023,SOLI,Ladder
AL21,Arcteryx,X000007735,28.66,28.66,1001004668,10,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,S24B2_TOP8,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/15/2024,-,10,10,10,-,1/4/2024,10:01 PM,1/4/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004668::10,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004644,10,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,S24B2_PP8,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/31/2024,-,20,21,21,-,1/4/2024,10:13 PM,1/5/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004644::10,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004577,90,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,6300097053,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/26/2024,-,3,3,3,-,1/5/2024,6:08 AM,1/5/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004577::90,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004577,70,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,6300097047,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/26/2024,-,26,27,27,-,1/5/2024,6:12 AM,1/5/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004577::70,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004577,60,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,6300097044,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/26/2024,-,236,243,243,-,1/5/2024,6:44 AM,1/5/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004577::60,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004577,40,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,6300097010,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/26/2024,-,273,281,281,-,1/5/2024,12:21 PM,1/5/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004577::40,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004577,20,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,6300096799,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/26/2024,-,313,322,322,-,1/5/2024,6:30 PM,1/8/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004577::20,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004577,80,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,6300097050,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/26/2024,-,486,501,501,-,1/8/2024,9:27 AM,1/8/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004577::80,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004577,30,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,6300096993,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/26/2024,-,504,519,519,-,1/8/2024,9:00 PM,1/9/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004577::30,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004577,100,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,6300097057,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/26/2024,-,575,592,592,-,1/9/2024,4:25 PM,1/10/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004577::100,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004577,50,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,6300097027,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/26/2024,-,1264,1302,1302,-,1/10/2024,1:17 PM,1/15/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004577::50,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004577,10,Stitch,BLACK,-,-,-,2,T-shirt,2023_5_1,,6300096701,BTFN3TPSBLOZ0PSH0V,BLACK,X014,1/26/2024,-,3130,3224,3224,-,1/15/2024,9:54 AM,1/19/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004577::10,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004647,10,Stitch,EUPHORIA,-,-,-,2,T-shirt,2023_5_1,,S24B2_TOP10,BTFN3TPSBLOZ0PSH0V,EUPHOR,X014,1/15/2024,-,10,10,10,-,1/19/2024,5:34 PM,1/19/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004647::10,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004579,80,Stitch,EUPHORIA,-,-,-,2,T-shirt,2023_5_1,,6300097053,BTFN3TPSBLOZ0PSH0V,EUPHOR,X014,1/26/2024,-,14,14,14,-,1/19/2024,5:46 PM,1/19/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004579::80,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004579,60,Stitch,EUPHORIA,-,-,-,2,T-shirt,2023_5_1,,6300097044,BTFN3TPSBLOZ0PSH0V,EUPHOR,X014,1/26/2024,-,25,26,26,-,1/19/2024,6:03 PM,1/19/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004579::60,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004579,90,Stitch,EUPHORIA,-,-,-,2,T-shirt,2023_5_1,,6300097057,BTFN3TPSBLOZ0PSH0V,EUPHOR,X014,1/26/2024,-,87,90,90,-,1/19/2024,6:35 PM,1/19/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004579::90,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004579,20,Stitch,EUPHORIA,-,-,-,2,T-shirt,2023_5_1,,6300096788,BTFN3TPSBLOZ0PSH0V,EUPHOR,X014,1/26/2024,-,135,139,139,-,1/19/2024,8:53 PM,1/22/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004579::20,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004579,50,Stitch,EUPHORIA,-,-,-,2,T-shirt,2023_5_1,,6300097027,BTFN3TPSBLOZ0PSH0V,EUPHOR,X014,1/26/2024,-,135,139,139,-,1/22/2024,7:25 AM,1/22/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004579::50,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004579,30,Stitch,EUPHORIA,-,-,-,2,T-shirt,2023_5_1,,6300096993,BTFN3TPSBLOZ0PSH0V,EUPHOR,X014,1/26/2024,-,193,199,199,-,1/22/2024,10:27 AM,1/22/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004579::30,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004579,70,Stitch,EUPHORIA,-,-,-,2,T-shirt,2023_5_1,,6300097050,BTFN3TPSBLOZ0PSH0V,EUPHOR,X014,1/26/2024,-,260,268,268,-,1/22/2024,3:11 PM,1/22/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004579::70,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004579,40,Stitch,EUPHORIA,-,-,-,2,T-shirt,2023_5_1,,6300097010,BTFN3TPSBLOZ0PSH0V,EUPHOR,X014,1/26/2024,-,308,317,317,-,1/22/2024,9:19 PM,1/23/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004579::40,2022 New
AL21,Arcteryx,X000007735,28.66,28.66,1001004579,10,Stitch,EUPHORIA,-,-,-,2,T-shirt,2023_5_1,,6300096701,BTFN3TPSBLOZ0PSH0V,EUPHOR,X014,1/26/2024,-,2466,2540,2540,-,1/23/2024,12:11 PM,1/26/2024,-,,,,,,,20231217,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004579::10,2022 New
,Patagonia,41930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,457,685,-,-,914,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133,-,581,809,976,1107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
AL21,,41930,15.99,15.99,,,,,,,,,,,,,,,,10/31/2023,-,,,5769,5769,10/12/2023,6:00 AM,11/9/2023,442,,,,,,,20230905,PPD Cum:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,457,1142,1142,1142,2056,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2296,2296,2877,3686,4662,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,,
,,41930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.1,-,-,0.02,-,-,-,-,-,0.05,0.51,-,-,0.52,0.52,0.54,-,-,-,-,0.52,0.52,0.52,0.18,0.48,-,-,0.52,0.42,0.04,0.2,0.3,-,-,0.4,0.05,0.2,0.3,0.4,-,-,0.45,0.55,0.6,0.53,-,-,-,0.22,0.32,0.41,0.47,0.56,0.34,-,0.25,0.35,0.43,0.48,0.15,0.26,-,0.33,0.41,0.47,0.48,0.52,-,-,0.55,0.56,0.57,0.32,-,-,-,-,0.08,0.23,0.31,0.39,0.45,-,0.48,0.51,0.5,0.5,-,-,-,0.51,0.53,0.54,0.54,0.54,0.55,-,0.56,0.56,0.57,0.2,-,-,-,-,-,0.46,0.57,-,-,-,,
,Patagonia,44427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
AL21,,44427,14.86,14.86,,,,,,,,,,,,,,,,9/30/2023,-,,,48,48,9/15/2023,10:01 PM,9/15/2023,48,,,,,,,20230825,PPD Cum:,-,-,-,-,-,-,-,-,-,-,-,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
,,44427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.1,-,-,0.02,-,-,-,-,-,0.05,0.51,-,-,0.52,0.52,0.54,-,-,-,-,0.52,0.52,0.52,0.18,0.48,-,-,0.52,0.42,0.04,0.2,0.3,-,-,0.4,0.05,0.2,0.3,0.4,-,-,0.45,0.55,0.6,0.53,-,-,-,0.22,0.32,0.41,0.47,0.56,0.34,-,0.25,0.35,0.43,0.48,0.15,0.26,-,0.33,0.41,0.47,0.48,0.52,-,-,0.55,0.56,0.57,0.32,-,-,-,-,0.08,0.23,0.31,0.39,0.45,-,0.48,0.51,0.5,0.5,-,-,-,0.51,0.53,0.54,0.54,0.54,0.55,-,0.56,0.56,0.57,0.2,-,-,-,-,-,0.46,0.57,-,-,-,,
,Patagonia,45760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,192,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
AL21,,45760,10.95,10.95,,,,,,,,,,,,,,,,9/30/2023,-,,,192,192,9/12/2023,8:49 AM,9/12/2023,192,,,,,,,20230719,PPD Cum:,-,-,-,-,-,-,-,-,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,,
,,45760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.1,-,-,0.02,-,-,-,-,-,0.05,0.51,-,-,0.52,0.52,0.54,-,-,-,-,0.52,0.52,0.52,0.18,0.48,-,-,0.52,0.42,0.04,0.2,0.3,-,-,0.4,0.05,0.2,0.3,0.4,-,-,0.45,0.55,0.6,0.53,-,-,-,0.22,0.32,0.41,0.47,0.56,0.34,-,0.25,0.35,0.43,0.48,0.15,0.26,-,0.33,0.41,0.47,0.48,0.52,-,-,0.55,0.56,0.57,0.32,-,-,-,-,0.08,0.23,0.31,0.39,0.45,-,0.48,0.51,0.5,0.5,-,-,-,0.51,0.53,0.54,0.54,0.54,0.55,-,0.56,0.56,0.57,0.2,-,-,-,-,-,0.46,0.57,-,-,-,,
,Patagonia,82835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,460,669,856,982,1170,585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
AL21,,82835,17.5,17.5,,,,,,,,,,,,,,,,11/15/2023,-,,,4738,4738,10/26/2023,8:51 AM,11/4/2023,566,,,,,,,20231010,PPD Cum:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,17,17,17,477,1146,2002,2984,4153,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,4738,,
