Module,Customer,Style,Total SMV,Sewing SMV,SO#,LI,Sewing Stage,Colour,E,P,D/W,LC,Product Type,Buy Month,Season,Customer PO,Chassis ID,CWN,PO Type,Del. Date,Rev Del Date,Ord Qty,Planned Qty,Total Planned,Strip Planned,PSD,Prod Start Time,PED,Avg Per Day,Actual Per Day,Defect Qty,Rejected Qty,Missing Qty,Defect Name,Defect Category,FIH,,9/4/2023,9/5/2023,9/6/2023,9/7/2023,9/8/2023,9/9/2023,9/10/2023,9/11/2023,9/12/2023,9/13/2023,9/14/2023,9/15/2023,9/16/2023,9/17/2023,9/18/2023,9/19/2023,9/20/2023,9/21/2023,9/22/2023,9/23/2023,9/24/2023,9/25/2023,9/26/2023,9/27/2023,9/28/2023,9/29/2023,9/30/2023,10/1/2023,10/2/2023,10/3/2023,10/4/2023,10/5/2023,10/6/2023,10/7/2023,10/8/2023,10/9/2023,10/10/2023,10/11/2023,10/12/2023,10/13/2023,10/14/2023,10/15/2023,10/16/2023,10/17/2023,10/18/2023,10/19/2023,10/20/2023,10/21/2023,10/22/2023,10/23/2023,10/24/2023,10/25/2023,10/26/2023,10/27/2023,10/28/2023,10/29/2023,10/30/2023,10/31/2023,11/1/2023,11/2/2023,11/3/2023,11/4/2023,11/5/2023,11/6/2023,11/7/2023,11/8/2023,11/9/2023,11/10/2023,11/11/2023,11/12/2023,11/13/2023,11/14/2023,11/15/2023,11/16/2023,11/17/2023,11/18/2023,11/19/2023,11/20/2023,11/21/2023,11/22/2023,11/23/2023,11/24/2023,11/25/2023,11/26/2023,11/27/2023,11/28/2023,11/29/2023,11/30/2023,12/1/2023,12/2/2023,12/3/2023,12/4/2023,12/5/2023,12/6/2023,12/7/2023,12/8/2023,12/9/2023,12/10/2023,12/11/2023,12/12/2023,12/13/2023,12/14/2023,12/15/2023,12/16/2023,12/17/2023,12/18/2023,12/19/2023,12/20/2023,12/21/2023,12/22/2023,12/23/2023,12/24/2023,12/25/2023,12/26/2023,12/27/2023,12/28/2023,12/29/2023,12/30/2023,12/31/2023,SOLI,Ladder
,,82835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.1,-,-,0.02,-,-,-,-,-,0.05,0.51,-,-,0.52,0.52,0.54,-,-,-,-,0.52,0.52,0.52,0.18,0.48,-,-,0.52,0.42,0.04,0.2,0.3,-,-,0.4,0.05,0.2,0.3,0.4,-,-,0.45,0.55,0.6,0.53,-,-,-,0.22,0.32,0.41,0.47,0.56,0.34,-,0.25,0.35,0.43,0.48,0.15,0.26,-,0.33,0.41,0.47,0.48,0.52,-,-,0.55,0.56,0.57,0.32,-,-,-,-,0.08,0.23,0.31,0.39,0.45,-,0.48,0.51,0.5,0.5,-,-,-,0.51,0.53,0.54,0.54,0.54,0.55,-,0.56,0.56,0.57,0.2,-,-,-,-,-,0.46,0.57,-,-,-,,
,Patagonia,82840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,355,532,710,-,-,799,976,1065,920,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
AL21,,82840,20.58,20.58,,,,,,,,,,,,,,,,11/15/2023,-,,,5358,5358,10/18/2023,6:00 AM,10/26/2023,552,,,,,,,20231003,PPD Cum:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,355,887,1597,1597,1597,2396,3373,4438,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,,
,,82840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.1,-,-,0.02,-,-,-,-,-,0.05,0.51,-,-,0.52,0.52,0.54,-,-,-,-,0.52,0.52,0.52,0.18,0.48,-,-,0.52,0.42,0.04,0.2,0.3,-,-,0.4,0.05,0.2,0.3,0.4,-,-,0.45,0.55,0.6,0.53,-,-,-,0.22,0.32,0.41,0.47,0.56,0.34,-,0.25,0.35,0.43,0.48,0.15,0.26,-,0.33,0.41,0.47,0.48,0.52,-,-,0.55,0.56,0.57,0.32,-,-,-,-,0.08,0.23,0.31,0.39,0.45,-,0.48,0.51,0.5,0.5,-,-,-,0.51,0.53,0.54,0.54,0.54,0.55,-,0.56,0.56,0.57,0.2,-,-,-,-,-,0.46,0.57,-,-,-,,
,LACOSTE,TH1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
AL21,,TH1790,16.55,16.55,,,,,,,,,,,,,,,,10/24/2023,-,,,83,83,10/11/2023,6:32 AM,10/11/2023,83,,,,,,,20230925,PPD Cum:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,,
,,TH1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.1,-,-,0.02,-,-,-,-,-,0.05,0.51,-,-,0.52,0.52,0.54,-,-,-,-,0.52,0.52,0.52,0.18,0.48,-,-,0.52,0.42,0.04,0.2,0.3,-,-,0.4,0.05,0.2,0.3,0.4,-,-,0.45,0.55,0.6,0.53,-,-,-,0.22,0.32,0.41,0.47,0.56,0.34,-,0.25,0.35,0.43,0.48,0.15,0.26,-,0.33,0.41,0.47,0.48,0.52,-,-,0.55,0.56,0.57,0.32,-,-,-,-,0.08,0.23,0.31,0.39,0.45,-,0.48,0.51,0.5,0.5,-,-,-,0.51,0.53,0.54,0.54,0.54,0.55,-,0.56,0.56,0.57,0.2,-,-,-,-,-,0.46,0.57,-,-,-,,
,LACOSTE,TH7539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,672,-,-,678,678,707,-,-,-,-,678,678,678,162,603,-,-,678,554,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,404,689,-,874,1081,1234,1263,1368,-,-,1443,1470,1496,848,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
AL21,,TH7539,13.93,13.93,,,,,,,,,,,,,,,,10/29/2023,-,,,18996,18996,9/21/2023,6:10 AM,11/23/2023,227,,,,,,,20230901,PPD Cum:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,733,733,733,1411,2089,2796,2796,2796,2796,2796,3473,4151,4828,4990,5593,5593,5593,6271,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6825,6826,7230,7919,7919,8792,9873,11107,12370,13738,13738,13738,15181,16652,18148,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,18996,,
,,TH7539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.1,-,-,0.02,-,-,-,-,-,0.05,0.51,-,-,0.52,0.52,0.54,-,-,-,-,0.52,0.52,0.52,0.18,0.48,-,-,0.52,0.42,0.04,0.2,0.3,-,-,0.4,0.05,0.2,0.3,0.4,-,-,0.45,0.55,0.6,0.53,-,-,-,0.22,0.32,0.41,0.47,0.56,0.34,-,0.25,0.35,0.43,0.48,0.15,0.26,-,0.33,0.41,0.47,0.48,0.52,-,-,0.55,0.56,0.57,0.32,-,-,-,-,0.08,0.23,0.31,0.39,0.45,-,0.48,0.51,0.5,0.5,-,-,-,0.51,0.53,0.54,0.54,0.54,0.55,-,0.56,0.56,0.57,0.2,-,-,-,-,-,0.46,0.57,-,-,-,,
,LACOSTE,TH9881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
AL21,,TH9881,13.93,13.93,,,,,,,,,,,,,,,,10/15/2023,-,,,96,96,10/5/2023,9:42 AM,10/6/2023,14,,,,,,,20230912,PPD Cum:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,
,,TH9881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.1,-,-,0.02,-,-,-,-,-,0.05,0.51,-,-,0.52,0.52,0.54,-,-,-,-,0.52,0.52,0.52,0.18,0.48,-,-,0.52,0.42,0.04,0.2,0.3,-,-,0.4,0.05,0.2,0.3,0.4,-,-,0.45,0.55,0.6,0.53,-,-,-,0.22,0.32,0.41,0.47,0.56,0.34,-,0.25,0.35,0.43,0.48,0.15,0.26,-,0.33,0.41,0.47,0.48,0.52,-,-,0.55,0.56,0.57,0.32,-,-,-,-,0.08,0.23,0.31,0.39,0.45,-,0.48,0.51,0.5,0.5,-,-,-,0.51,0.53,0.54,0.54,0.54,0.55,-,0.56,0.56,0.57,0.2,-,-,-,-,-,0.46,0.57,-,-,-,,
,Arcteryx,X000007735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,295,397,496,579,-,609,650,632,640,-,-,-,651,671,685,688,688,706,-,712,720,723,260,-,-,-,-,-,589,723,-,-,-,,
AL21,,X000007735,28.66,28.66,,,,,,,,,,,,,,,,12/15/2023,-,,,25151,12220,11/28/2023,6:08 AM,1/26/2024,163,,,,,,,20231116,PPD Cum:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,400,797,1293,1873,1873,2482,3132,3764,4404,4404,4404,4404,5055,5726,6411,7099,7787,8493,8493,9205,9925,10648,10908,10908,10908,10908,10908,10908,11497,12220,12220,12220,12220,,
,,X000007735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.1,-,-,0.02,-,-,-,-,-,0.05,0.51,-,-,0.52,0.52,0.54,-,-,-,-,0.52,0.52,0.52,0.18,0.48,-,-,0.52,0.42,0.04,0.2,0.3,-,-,0.4,0.05,0.2,0.3,0.4,-,-,0.45,0.55,0.6,0.53,-,-,-,0.22,0.32,0.41,0.47,0.56,0.34,-,0.25,0.35,0.43,0.48,0.15,0.26,-,0.33,0.41,0.47,0.48,0.52,-,-,0.55,0.56,0.57,0.32,-,-,-,-,0.08,0.23,0.31,0.39,0.45,-,0.48,0.51,0.5,0.5,-,-,-,0.51,0.53,0.54,0.54,0.54,0.55,-,0.56,0.56,0.57,0.2,-,-,-,-,-,0.46,0.57,-,-,-,,
AL22,LACOSTE,TH7539,13.93,13.93,1001005375,10,Stitch,J2G,-,-,-,-,T-shirt,2023_6_1,AAF,7242010-7,BTCNATOSALOZ0PSH0V,J2G,X075,10/29/2023,-,2176,2285,692,692,9/20/2023,1:56 PM,9/21/2023,346,,,,,,,20230901,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205,487,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005375::10,2022 Repeat
AL22,LACOSTE,TH7539,13.93,13.93,1001022390,10,Stitch,IXU,-,-,-,-,T-shirt,2023_7_1,AAF,7245381-8,BTCNATOSALOZ0PSH0V,IXU,X075,11/12/2023,-,2044,2146,592,592,9/21/2023,9:12 PM,9/22/2023,296,,,,,,,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,551,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022390::10,2022 Repeat
AL22,LACOSTE,TH5207,17.35,17.35,1000941268,20,Stitch,SI0,-,-,-,1,T-shirt,2022_11_2,AAJ,7242807-1,BTCNATFSFLSZ0PDH0V,SI0,X075,9/20/2023,20230712,5,5,5,5,9/23/2023,9:21 AM,9/23/2023,5,,,,,,,20230830,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000941268::20,2022 New
AL22,LACOSTE,TH7539,13.93,13.93,1001022390,10,Stitch,IXU,-,-,-,-,T-shirt,2023_7_1,AAF,7245381-8,BTCNATOSALOZ0PSH0V,IXU,X075,11/12/2023,-,2044,2146,1554,1554,9/25/2023,6:00 AM,9/27/2023,518,,,,,,,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,678,678,199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022390::10,2022 New
AL22,LACOSTE,TH7539,13.93,13.93,1001005602,10,Stitch,J2G,-,-,-,-,T-shirt,2023_6_1,AAF,WASH-TH7539,BTCNATOSALOZ0PSH0V,J2G,X010,11/12/2023,-,6,6,6,6,9/27/2023,11:01 AM,9/27/2023,6,,,,,,,20230905,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005602::10,2022 New
AL22,LACOSTE,TH7539,13.93,13.93,1001022410,10,Stitch,J2G,-,-,-,-,T-shirt,2023_7_1,AAF,7245386-3,BTCNATOSALOZ0PSH0V,J2G,X075,11/12/2023,-,829,870,870,870,9/27/2023,11:08 AM,10/2/2023,435,,,,,,,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,473,-,-,-,-,397,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022410::10,2022 New
AL22,LACOSTE,TH7539,13.93,13.93,1001022406,10,Stitch,J2G,-,-,-,-,T-shirt,2023_7_1,AAF,7245385-4,BTCNATOSALOZ0PSH0V,J2G,X077,11/12/2023,-,374,393,393,393,10/2/2023,3:30 PM,10/3/2023,196,,,,,,,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,280,113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022406::10,2022 New
AL22,LACOSTE,TH7539,13.93,13.93,1001022358,10,Stitch,J2G,-,-,-,-,T-shirt,2023_7_1,AAF,7245375-3,BTCNATOSALOZ0PSH0V,J2G,X075,11/12/2023,-,172,181,181,181,10/3/2023,8:40 AM,10/3/2023,181,,,,,,,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022358::10,2022 New
AL22,LACOSTE,TH7539,13.93,13.93,1001022354,10,Stitch,J2G,-,-,-,-,T-shirt,2023_7_1,AAF,7245374-3,BTCNATOSALOZ0PSH0V,J2G,X075,11/12/2023,-,299,314,314,314,10/3/2023,1:02 PM,10/3/2023,314,,,,,,,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,314,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022354::10,2022 New
AL22,LACOSTE,TH7539,13.93,13.93,1001022391,10,Stitch,J2G,-,-,-,-,T-shirt,2023_7_1,AAF,7245382-4,BTCNATOSALOZ0PSH0V,J2G,X075,11/12/2023,-,1828,1919,1919,1919,10/3/2023,8:45 PM,10/6/2023,480,,,,,,,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,678,678,494,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001022391::10,2022 New
AL22,LACOSTE,TH7539,13.93,13.93,1001005375,10,Stitch,J2G,-,-,-,-,T-shirt,2023_6_1,AAF,7242010-7,BTCNATOSALOZ0PSH0V,J2G,X075,10/29/2023,-,2176,2285,1,1,10/6/2023,5:49 PM,10/6/2023,1,,,,,,,20230901,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005375::10,2022 New
AL22,LACOSTE,TH7539,13.93,13.93,1001005313,10,Stitch,1,-,-,-,-,T-shirt,2023_6_1,AAF,7241990-7,BTCNATOSALOZ0PSH0V,1,X075,11/19/2023,-,298,313,313,313,10/6/2023,5:51 PM,10/9/2023,156,,,,,,,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,183,-,-,130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005313::10,2022 New
AL22,LACOSTE,TH7539,13.93,13.93,1001005428,10,Stitch,1,-,-,-,-,T-shirt,2023_6_1,AAF,7242023-8,BTCNATOSALOZ0PSH0V,1,X075,11/19/2023,-,2894,3039,1204,1204,10/9/2023,9:02 AM,10/10/2023,602,,,,,,,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,547,657,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005428::10,2022 New
,LACOSTE,TH5207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
AL22,,TH5207,17.35,17.35,,,,,,,,,,,,,,,,9/20/2023,20230712,,,5,5,9/23/2023,9:21 AM,9/23/2023,5,,,,,,,20230830,PPD Cum:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,
,,TH5207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,0.4,0.42,-,-,0.52,0.52,0.52,-,-,-,-,0.52,0.52,0.52,0.52,0.52,-,-,0.52,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
,LACOSTE,TH7539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205,528,551,-,-,678,678,678,-,-,-,-,677,678,678,678,678,-,-,678,657,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
AL22,,TH7539,13.93,13.93,,,,,,,,,,,,,,,,10/29/2023,-,,,8039,8039,9/20/2023,6:00 AM,10/10/2023,294,,,,,,,20230901,PPD Cum:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205,733,1284,1284,1284,1962,2639,3317,3317,3317,3317,3317,3994,4672,5349,6027,6705,6705,6705,7382,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,8039,,
